thingswhiteparentssay,o,1,3,
femalesbelike,o,2,7,
powermovesonly,o,,,
favorite,0,0,0,
comebackhome3rdwin,o,1,1,
typesofrelationships,o,4,15,
typicalloveproblem,o,4,19,
TheWorldsUgliestUniforms ,o,4,,
TheWorldsWorstNegotiator,o,4,,
getarealjobbitch,o,4,,
TheWorseGameRefereeEver,o,4,,
TheWorst#N##N#â€œ@KinsZilla:,o,4,,
TheWorst#N##N#â€œ@foreigncvrrency:,o,4,,
TheWorstFeelingEverâ€{,o,4,,
TheWorstHasHappened,o,4,,
TheWorstHockeyFansOnThePlanet,o,4,,
TheWorstKindOfTorture,o,4,,
TheWorstMayorEver,o,4,,
TheWorstModeratorEver ,o,4,,
TheWorstOnBookTour ,o,4,,
TheWorstPartOfLiving#N##N#I 0,o,4,,
TheWorstPlaceToTurnIntoTheHulk 0,o,4,,
TheWorstâ€#DumTweet 0,o,4,,
TheWortIsWorthItâ€ 0,o,4,,
getbackyoubastardsI'marmed...you'renottakingthisfromme!!! 0,o,4,,
getboredtooquick 0,o,4,,
TheYearOfLivingDangerously 0,o,4,,
getcourageous#N#When 0,o,4,,
getdressedforsuccess 0,o,4,,
getdresseduptogetmessedup 0,o,4,,
TheYesMovementisBack 0,o,4,,
getexcitedy'all 0,o,4,,
The_End_of_The_World! 1,o,4,,
gethardmotherfukers 0,o,4,,
getharperthefvckoutofoffice 0,o,4,,
gethefunkoutofmyface 0,o,4,,
getsomefear 0,o,4,,
getsomelove 0,o,4,,
TheirBloodCriesOut 0,o,4,,
getspissedeverynight 0,o,4,,
TheirLossNotHers 0,o,4,,
TheirLoveWillNeverFade 0,o,4,,
TheirPitchIsWorseThanCroshaw!!!! 0,o,4,,
getthat$hitouttahere 0,o,4,,
getthatdirtoffyashoulder 0,o,4,,
getthatdogoutofmysight 0,o,4,,
getthatglueystickystuffoutofmyfood ,o,4,,
TheeseBitchesOutrageous ,o,4,,
getonthebusbitch! ,o,4,,
getonmylevelbitchhh ,o,4,,
Thedeathofreason..We ,o,4,,
ThecourtshaveheldthatmarriedcoupleshavetherighttoBEGETchildren.,o,4,,
getoffmebitch” ,o,4,,
Theboysarebackintown#Viper#builtwithLove ,o,4,,
getmesomereflove ,o,4,,
Thebestthingever#N##FWG_DHOTFAM ,o,4,,
Thebestthingever ,o,4,,
ThebestthingEver@thabza4nikdeep ,o,4,,
Thebestofrivals#Hero's#Winning&amp;thehellofit 0,o,4,,
getloverdonewith 0,o,4,,
getlovemesorap#N#i 0,o,4,,
getlovejoyback 0,o,4,,
ThebBestDefenseIsAGoodOffense 1,o,4,,
getjessiepregnant2015 0,o,4,,
TheatreProblems”nope😂 0,o,4,,
TheatreProblems”big 0,o,4,,
gettheheckhome 0,o,4,,
TheatreProblems”OMG 0,o,4,,
TheatreProblems”ME 0,o,4,,
getthehelloffmylawn 0,o,4,,
getthehellon 0,o,4,,
getthehelloutofTO 0,o,4,,
getthehelloutofamericaobama 0,o,4,,
getthehellover 0,o,4,,
getthehellup 0,o,4,,
TheatreProblems”#N#yes 0,o,4,,
getittogetherbitch 0,o,4,,
getthisbitcharissue 0,o,4,,
getthisbitchjennycraig 0,o,4,,
getthiscrazybitchoffme 0,o,4,,
getthisdraftright 0,o,4,,
getthisdriverofftheroad 0,o,4,,
getthisdudefired 0,o,4,,
getinthetrunkbitch 0,o,4,,
getinthekitchenbitch 0,o,4,,
Theanxietyiskillingme 0,o,4,,
getinthecaryoufatbitch 0,o,4,,
The_story_of_love#N#TheStoryOfLove#N#https:\/\/t.co\/VjJXI7B3fj 0,o,4,,
Themasteryoflove 1,o,4,,
gettingveryfedup 0,o,4,,
gettingthefeelingsback 0,o,4,,
ThemResultsAreGonnaShockPeople 0,o,4,,
gettingreadyforthetour 0,o,4,,
gettingreadyforasecondadventure. 0,o,4,,
ThemMyLoves” 0,o,4,,
gettingmyyouthback 0,o,4,,
gettingmystrengthback 0,o,4,,
gettingmyjobback 0,o,4,,
gettingmeinterested. 0,o,4,,
ThemDamnLesbians 0,o,4,,
gettingluckyagain 0,o,4,,
TheWestsideExperience 1,o,4,,
genuinelysoundsbad 0,o,4,,
TheWhiteManWouldScalpHimToo. 0,o,4,,
genuinlyfreakingout 0,o,4,,
geoffhatestimesquare 0,o,4,,
TheWildHairExperience! 1,o,4,,
geriatricslovewickedwillows 0,o,4,,
TheWinterStruggleIsReal 1,o,4,,
TheWinterThatWon'tEnd! 0,o,4,,
gerlerozstruggles 0,o,4,,
germanylovescimorelli 0,o,4,,
germanymissesyou 0,o,4,,
germanyworldchampions 0,o,4,19,
germsonlyhygienistslove 0,o,4,,
geronimoiloveyou 0,o,4,,
TheWonderOfPork 0,o,4,,
TheWonderOfScripture 1,o,4,,
TheWonderOfSocialMedia 1,o,4,,
getAHoleInyourHead 0,o,4,,
TheWonderfulWorldofTV 1,o,4,,
TheWorld'sTallestMan 1,o,4,,
TheWorldAintSeenLoveLikeThis 0,o,4,,
TheWorldContinues2DoNothing 0,o,4,,
TheWorldIsFullOfFakeProducers 0,o,4,,
TheWorldLovesZiva 0,o,4,,
TheWorldNeedsLove❤ ,o,4,,
getridofthe3 0,o,3,,
getridofthebeard 0,o,3,,
getridofthebush 0,o,3,,
getridofthecolonel 0,o,3,,
getridofthecones 0,o,3,,
getridofthecrazy 0,o,3,,
getridofthegoodsingers 0,o,3,,
getridofthegrime 0,o,3,,
getridoftheman 0,o,3,,
getridofthenoong 0,o,3,,
getridoftheshirt 0,o,3,,
getridofthetrophycabinet 0,o,3,,
getridofthevan 0,o,3,,
getridofthewonks 0,o,3,,
getridofthisfool 0,o,3,,
getridofthisruleatnextAGM 0,o,3,,
getridofthistweet 0,o,3,,
getridofthosekhackis 0,o,3,,
getridoftyga 0,o,3,,
getridofugtt 0,o,3,,
getridofuniform 0,o,3,,
getridofunions 0,o,3,,
getridofunionsinCA 0,o,3,,
getridofweirdEd 0,o,3,,
getridofyork 0,o,3,,
getridofyouposhelitetwats 0,o,3,,
getridoneMP 0,o,3,,
geteducatedbeforeyouspewhate 0,o,3,,
geteducatedfortheloveofgould 0,o,3,,
geteducatedinmusic 0,o,3,,
geteducatedintheLord 0,o,3,,
getdriverslisence 0,o,3,,
getdrobtheball 0,o,3,,
getdrunk#gethigh 0,o,3,,
getdrunkbutdontgotojail 0,o,3,,
getdrunkeatpoutine 0,o,3,,
getdrunkfastwhendrinkingduvel 0,o,3,,
getdrunkfeeldizzy 0,o,3,,
getdrunkwithdrseuss 0,o,3,,
getdrunkwiththeband 0,o,3,,
getcraigtocroatia 0,o,3,,
getcrawfordto677k 0,o,3,,
getcrazybecauseyoudeserveit 0,o,3,,
getcrazyinmatch 0,o,3,,
getcreativeatx 0,o,3,,
getcreativeinthedark 0,o,3,,
getcrystalofftwitter 0,o,3,,
getcthulhuout! 0,o,3,,
getculturedâ€9 0,o,3,,
getcurrentwiththetimes 0,o,3,,
getcurtisto5k 0,o,3,,
getcustomfitted 0,o,3,,
getcuteasftomorrow 0,o,3,,
getcutetocleanup 0,o,3,,
gettoknowthemount 0,o,3,,
gettoknowtheofficeneighbours 0,o,3,,
gettoknowthesdkfamâ€nov 0,o,3,,
gettoknowyou! 0,o,3,,
"gettoknowyourcurator""â€"" 0",o,3,,
gettoknowyourenemy 0,o,3,,
gettolayunderneaththestars 0,o,3,,
gettreatedlikeanadult 0,o,3,,
gettrendingworldwide 0,o,3,,
gettrevordouglasverified 0,o,3,,
geturmoneybooboo 0,o,3,,
geturmoneymihijo 0,o,3,,
geturmoneyup 0,o,3,,
geturownfollowers 0,o,3,,
getused2polident 0,o,3,,
getusedtobeingthere 0,o,3,,
getusedtodisappointment 0,o,3,,
"getusedtoit"" 0",o,3,,
getusedtonosleep!! 0,o,3,,
getusedtoseeingthis 1,o,3,,
getusedtothatinNica 0,o,3,,
getusedtothenewnormal 0,o,3,,
getusetothedollarmenu 0,o,3,,
getusetothis 0,o,3,,
getwellWanga 0,o,3,,
getwellfastSolena 0,o,3,,
getwellgetwellsoonwewantyoutogetwell 0,o,3,,
getwellhatdy 0,o,3,,
getwellingtonson 0,o,3,,
getwelljerruh 0,o,3,,
ThenEatItAll 0,o,3,,
getwelljonknight 0,o,3,,
getwellkiddies 0,o,3,,
getwelllilbeastie 0,o,3,,
getwellmikewallace 0,o,3,,
getwellsagarika 0,o,3,,
getwellsooduper 0,o,3,,
getwellsoomzayn 0,o,3,,
getwellsoon#N##PrayForAugust 0,o,3,,
givemoneytoacharityyoutrust 0,o,3,,
givemoredemandless 0,o,3,,
givemorelove 0,o,3,,
givemoremoneytodaddy 0,o,3,,
givemorethanmoney 0,o,3,,
givemorethanwetake 0,o,3,,
givemorethanyoutake 0,o,3,,
givemoretoexeter 0,o,3,,
givelosmatadoresachance 0,o,3,,
givelouisabuzz 0,o,3,,
givelovetothebiguglies 0,o,3,,
givemaddieagrammy 0,o,3,,
givemangoyourenergy 0,o,3,,
givemarkachance2k15â€ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ 0,o,3,,
givemarshawntheball 0,o,3,,
givemarvelbacktheff 0,o,3,,
givemasonhisownccsfoundation 0,o,3,,
givekarahabigfatraise 0,o,3,,
givekardishacall 0,o,3,,
givekevinthemic 0,o,3,,
givekmooncredit 0,o,3,,
giveknockyanewcontract 0,o,3,,
givekpopachance 0,o,3,,
givekuwaitontheroadagaintour 0,o,3,,
givekwongachance 0,o,3,,
givelambertastart 0,o,3,,
givelanceatbats? 0,o,3,,
givelifebacktomusic 0,o,3,,
giveitheart 0,o,3,,
giveithere! 0,o,3,,
giveitheremalfoy 0,o,3,,
giveitmyall. 0,o,3,,
giveitmybesthot 0,o,3,,
giveitourbest 0,o,3,,
giveitout 0,o,3,,
giveitringo 0,o,3,,
giveitroot 0,o,3,,
giveitscullymonday 0,o,3,,
giveitsomethought 0,o,3,,
giveanimalsavoice 0,o,3,,
giveanimalsthevote 0,o,3,,
giveanoldjokeahome 0,o,3,,
giveanotherdivaachace 0,o,3,,
giveanothertry 0,o,3,,
giveanythingagoðŸ˜Œ 0,o,3,,
giveaporkscatchinahome. 0,o,3,,
giveapoucharide 0,o,3,,
givearaptorahome 0,o,3,,
givearookiegoalieabreak 0,o,3,,
giveartiststhepaymenttheydeserve2k15 0,o,3,,
giveabeatingonabudget 0,o,3,,
giveabiggerwhistlethanalittlewhistleforthelongweekend 0,o,3,,
giveabinahug 0,o,3,,
giveabittakeabit 0,o,3,,
giveaboyachance 0,o,3,,
giveabrothaachance 0,o,3,,
giveabrotherabreak,o,3,,
geturownfollowers 0,o,3,,
geturefactsstraight 0,o,3,,
geturaccentsright 0,o,3,,
getupoutmytwitter 0,o,3,,
getuponyourfeet 0,o,3,,
getuponthatstagegirl 0,o,3,,
getupnwatchthesunrise 0,o,3,,
"getupgethealthy"" 0",o,3,,
getupfrontanddrive 0,o,3,,
getupearlyer 0,o,3,,
getyourpitchforks 0,o,3,,
getyourplugsin 0,o,3,,
getyourpopcornreadyâ€. 0,o,3,,
getyourprioritesstraight 0,o,3,,
getyourprioritiesinordertwitter 0,o,3,,
getyourprioritiesrightbarnaby 0,o,3,,
getyourscienceon 0,o,3,,
getyourscienceright 0,o,3,,
getyourselfadayjob 0,o,3,,
getaJamesBondhaircut 0,o,3,,
get_the_handbook 0,o,3,,
get_her_number_smoothly 0,o,3,,
get_it_next_time 0,o,3,,
get_rid_of_locker_codes 0,o,3,,
getYourOwnHashtag 0,o,3,,
getYourQuestionsAnswered 1,o,3,,
getYourTissuesPeople 0,o,3,,
getYourWaistTrainerOut 0,o,3,,
getYourfactsright 0,o,3,,
getYourHeadChecked 0,o,3,,
getYourArseOffTheBed 0,o,3,,
getYourArsesIntoGear 0,o,3,,
getWithItStoops 0,o,3,,
getThickerskin 0,o,3,,
getYOURhouseholdinorder 0,o,3,,
getVickytoParis 0,o,3,,
getYoFactsStraight 0,o,3,,
getTrentandLuketo100k 0,o,3,,
getURheadsINtheGAME 0,o,3,,
getURkidsundercontrol 0,o,3,,
getTannerOnSportsCenter” 0,o,3,,
getTashastealShawn 0,o,3,,
getThatWin 0,o,3,,
getTheDemonOut 0,o,3,,
getTheFridayFeeling 0,o,3,,
getTheHotCakes 0,o,3,,
getTheMafsAseries 0,o,3,,
getTheMostOutofLife 0,o,3,,
getTheReference 0,o,3,,
getTHEgreyCUP 0,o,3,,
getTATonTheAnnouncements 0,o,3,,
getStrogintheAyrshireTeam 0,o,3,,
getRecharged.,o,3,,
getOutOfYourFeelings 0,o,3,,
getOutOrDieTryin 0,o,3,,
getOutTheGame 0,o,3,,
getOutTheVote 0,o,3,,
getOutDilma 0,o,3,,
getNealtotheHills 0,o,3,,
getMeCoat 0,o,3,,
getMaariacoffee 0,o,3,,
getLaurenverified 0,o,3,,
getKBsomehelp 0,o,3,,
getKamoffTwitter 0,o,3,,
getKateashow 0,o,3,,
getItForward 0,o,3,,
getItOutOfTheWay 0,o,3,,
getItStarted 0,o,3,,
getItTogetherBeforeILeave 0,o,3,,
getIntoIt 0,o,3,,
getHerOnThePhone 0,o,3,,
getHarryontwitter 0,o,3,,
getHERname 0,o,3,,
getAnEducation 0,o,3,,
getitonthemenu. 0,o,3,,
getitontheplaylist 0,o,3,,
TheatreKidTrainWreck 0,o,3,,
getitonlineE 0,o,3,,
getitnexttime 0,o,3,,
getitoffthebooks 0,o,3,,
getitfromme”😂 0,o,3,,
getitfixednow 0,o,3,,
getitfilthy 0,o,3,,
getitdownyourneck 0,o,3,,
getitdone🏈 0,o,3,,
getitdoneorgetfired 0,o,3,,
getitcrushed 0,o,3,,
getitbackinorder 0,o,3,,
getitbackupnorth 0,o,3,,
getinmysuitcase 0,o,3,,
getinlinegentlemen 0,o,3,,
getinarowboat 0,o,3,,
getillandtakemeds 0,o,3,,
gethuntertolamar 0,o,3,,
gethypedforcricket 0,o,3,,
getabottleopener 0,o,3,,
getabloodylovelife 0,o,3,,
getabettermanager 1,o,3,,
getmoreclubsoda 0,o,3,,
getmorelemons 0,o,3,,
getmorepieces 0,o,3,,
getmoresnacks 0,o,3,,
getmorestuffin 0,o,3,,
wearemessi 0,o,1,,
congratsjustinandhailey 0,o,2,,
ourkashmirwedecide 0,o,2,,
funfactoftheday 0,o,1,,
playofthenight 0,o,1,,
girlslikeitwhen 0,o,2,,
gentlemansestabliahment 0,o,2,9,
georgebestofcycling 0,o,2,9,
georgeistheroastmaster 0,o,2,9,
georgesgreatstreet 0,o,2,9,
georgetownbestpracticemission 0,o,2,9,
georgewasmyfave 0,o,2,9,
gersisstabbingskillz 0,o,2,9,
TheWolvesAreAwesome 0,o,2,9,
TheWomenAreRising 0,o,2,9,
TheWorldIsNowAwareOfYourAwesomeness! 0,o,2,9,
TheWorldNowKnowsHowMeanYouAre 0,o,2,9,
The_Emergence_of_Young_Gunner 0,o,2,9,
TheamaingBruceWills 1,o,2,9,
TheatersWithAlcoholAreAwesome 0,o,2,9,
TheatreAtItsBest 1,o,2,9,
TheseBitchesDontPhaseMe 0,o,2,7,
TheseBitchesKnow 0,o,2,7,
TheseBitchesLoveHossa 0,o,2,7,
TheseBitchesSumnElse 0,o,2,7,
TheseFoodAllergies 0,o,2,7,
TheseFriendsAreLikeFamily 0,o,2,7,
TheseFyshasAintLoyal 0,o,2,7,
TheseGirlSAntLoyal 0,o,2,7,
TheseHoSAintLoyal 0,o,2,7,
TheseHoeaAintLoyal 0,o,2,7,
TheseHoesAintLoyal1993-ForEver 0,o,2,7,
TheseHoesArentLoyal 0,o,2,7,
TheseHoesRLoyalll 0,o,2,7,
TheseHoesReallyAreNotLoyal 0,o,2,7,
TheseHoodiesAintLoyal 0,o,2,7,
TheseIsWhatIWant 0,o,2,7,
TheseJoesAreLoyal 0,o,2,7,
TheseKnicksAintLoyal 0,o,2,7,
TheseLoansAintLoyal 0,o,2,7,
TheseManWhoresAintLoyal” 0,o,2,7,
TheseMansAin'tLoyal 0,o,2,7,
TheseMechanicsAintLoyal 0,o,2,7,
TheseMeetingsAreWorthTheirWeightInGold 0,o,2,7,
TheseNiggasAintLoyalAtAll” 0,o,2,7,
TheseNiggasAintYaFriends 0,o,2,7,
TheseNiggasFrauds 0,o,2,7,
TheseNiggsaReallyAintForMe2015” 0,o,2,7,
TheseNonArmeniansAintLoyal 0,o,2,7,
TheseTypeOfPplSeriously. 0,o,2,,
TheseYoungLadiesAintLoyal 0,o,2,7,
TheseLadiesAintLoyal 0,o,2,,
TheseTrucksAintLoyal 0,o,2,,
TheseTypeOfPplSeriously. 0,o,2,,
TheseVansAintLoyal 0,o,2,7,
TheseVeggiesAreCrazy 0,o,2,8,
Theticketswerefree 0,o,2,9,
Theuluruthingwasweird 0,o,2,7,
Thewholeworldwatches 0,o,2,9,
Thewayyoulooktonight 0,o,2,9,
neverbealoneonitunes 0,o,3,11,
Thewayyoumakemefeel 0,o,2,8,
eleanorisbeautiful 0,o,2,9,
4yearsofshawnmendes 0,o,1,,
addaworddestroyasong 0,o,3,,
revoltagainstrahul 0,o,1,,
girlswhodiet 0,f,4,,
girlswhodocommunityservice 0,f,4,,
girlswhoeatcustard 0,f,4,,
girlswhoeatpizza 0,f,4,,
girlswhofixthings 0,f,3,,
girlswholikeshortguys 0,f,5,,
girlswholovefootball” 0,f,5,,
girlswholovehorror. 0,f,4,,
girlswhospeakspanish 0,f,3,,
girlswhostream 0,f,4,,
girlswhosweep 0,f,3,,
girlswhotalktomyboyfriend 0,f,4,,
girlswhowatchfootball 0,f,4,,
girlswhowearjordans 0,f,3,,
girlswhowearleggingsarenttough 0,f,3,,
girlswhowearsweatpants 0,f,3,,
girlswhowearthesameclothes 0,f,3,,
girlswillbehatingevenmore 0,f,3,,
girlswithbeautifuleyes 0,f,1,,
giulianiobamacomments 0,f,1,,
give-me-everything 0,f,1,,
giveAlanashoutout! 0,f,1,,
giveAshesiAcharter 0,f,1,,
giveBajablackcard 0,f,1,,
giveCelebrateMarian! 0,f,1,,
giveCosmoABell's 0,f,1,,
giveDezagooddeal 0,f,1,,
giveEmHellBernie. 0,f,1,,
giveFACTachance 0,f,3,,
giveFitzabreak 0,f,3,,
giveFoxesandHoops3pointstohelpsendViledown 0,f,1,,
giveGlory2theLord 0,f,1,,
giveHIMakiss 0,f,3,,
giveHimARose 0,f,3,,
giveHimTime 0,f,1,,
giveIrelandachance 0,f,3,,
giveItAtLeastADayB4UChirpz 0,f,1,,
giveItToYou 0,f,1,,
giveItaDayItWillChange 0,f,1,,
giveKOTRachance 0,f,3,,
giveKatachildhood 0,f,3,,
giveLevaAChance 0,f,3,,
giveMEsomeLOVEnot1984 0,f,1,,
giveMattasecondchance 0,f,3,,
giveMeAReason 0,f,3,,
giveMeAnR 0,f,3,,
giveMeLife 0,f,3,,
